Date,Day,Treatment,Header,TankID,Temperature,pH,Temp,pHspec,Sal,Diam1,Diam2,DiamMean,Growth,Height,pCO2out,AlkTotal,PartOfSpine,Chosen,RatioSEM,SpineLength,RatioLength,SpineCount
2019-01-02,73,OA,3,NA,ambient,acidified,24.01,7.564569252,34.02,NA,NA,NA,NA,NA,1359.8,2207.1,NA,NA,NA,NA,NA,NA
2019-01-02,73,T/OA,4,NA,heated,acidified,27.07,7.661500441,33.99,NA,NA,NA,NA,NA,1167.2,2205.3,NA,NA,NA,NA,NA,NA
2019-01-02,73,OA,5,NA,ambient,acidified,24.12,7.564751692,34.02,NA,NA,NA,NA,NA,1340.9,2204.9,NA,NA,NA,NA,NA,NA
2019-01-02,73,T/OA,6,NA,heated,acidified,27.21,7.604073629,34.03,NA,NA,NA,NA,NA,1353.8,2205.2,NA,NA,NA,NA,NA,NA
2019-01-02,73,T,7,NA,heated,ambient,27.40,7.967437169,34.13,NA,NA,NA,NA,NA,534.5,2209.4,NA,NA,NA,NA,NA,NA
2019-01-02,73,AMB,8,NA,ambient,ambient,24.25,7.972378927,34.01,NA,NA,NA,NA,NA,456.5,2196.4,NA,NA,NA,NA,NA,NA
2019-01-02,73,AMB,2,1t,ambient,ambient,24.01,7.980302002,34.03,NA,NA,NA,NA,NA,442.4,2205.6,NA,NA,NA,NA,NA,NA
2019-01-02,73,T/OA,4,2t,heated,acidified,25.81,7.684004665,34.04,NA,NA,NA,NA,NA,1034.6,2199.8,NA,NA,NA,NA,NA,NA
2019-01-02,73,T,1,3t,heated,ambient,25.98,7.966223037,34.02,NA,NA,NA,NA,NA,499.2,2197.3,NA,NA,NA,NA,NA,NA
2019-01-02,73,OA,3,4t,ambient,acidified,24.01,7.618040469,34.06,NA,NA,NA,NA,NA,1145.0,2207.8,NA,NA,NA,NA,NA,NA
2019-01-02,73,AMB,2,5t,ambient,ambient,23.84,7.971412279,34.01,NA,NA,NA,NA,NA,447.5,2200.3,NA,NA,NA,NA,NA,NA
2019-01-02,73,OA,3,6t,ambient,acidified,23.83,7.60026669,34.08,NA,NA,NA,NA,NA,1184.7,2191.4,NA,NA,NA,NA,NA,NA
2019-01-02,73,T/OA,4,7t,heated,acidified,26.15,7.666166285,33.97,NA,NA,NA,NA,NA,1116.9,2200.4,NA,NA,NA,NA,NA,NA
2019-01-02,73,T,1,8t,heated,ambient,25.96,7.965900752,34.02,NA,NA,NA,NA,NA,498.6,2203.0,NA,NA,NA,NA,NA,NA
2019-01-02,73,AMB,2,9t,ambient,ambient,24.08,7.971164661,34.00,NA,NA,NA,NA,NA,465.4,2201.4,NA,NA,NA,NA,NA,NA
2019-01-02,73,T,1,10t,heated,ambient,25.60,7.95688317,34.00,NA,NA,NA,NA,NA,510.6,2196.1,NA,NA,NA,NA,NA,NA
2019-01-02,73,T/OA,4,11t,heated,acidified,26.26,7.651378509,34.05,NA,NA,NA,NA,NA,1156.6,2203.4,NA,NA,NA,NA,NA,NA
2019-01-02,73,OA,3,12t,ambient,acidified,23.96,7.594907338,34.10,NA,NA,NA,NA,NA,1201.9,2198.0,NA,NA,NA,NA,NA,NA
2019-01-02,73,AMB,8,13t,ambient,ambient,23.77,7.96002312,34.05,NA,NA,NA,NA,NA,476.6,2231.8,NA,NA,NA,NA,NA,NA
2019-01-02,73,T/OA,6,14t,heated,acidified,26.22,7.657152625,34.02,NA,NA,NA,NA,NA,1140.8,2192.7,NA,NA,NA,NA,NA,NA
2019-01-02,73,AMB,8,15t,ambient,ambient,24.11,7.961134472,34.05,NA,NA,NA,NA,NA,479.4,2213.5,NA,NA,NA,NA,NA,NA
2019-01-02,73,OA,5,16t,ambient,acidified,24.02,7.619032966,34.06,NA,NA,NA,NA,NA,1162.5,2200.8,NA,NA,NA,NA,NA,NA
2019-01-02,73,T,7,17t,heated,ambient,25.76,7.943350763,34.05,NA,NA,NA,NA,NA,542.0,2207.5,NA,NA,NA,NA,NA,NA
2019-01-02,73,T,7,18t,heated,ambient,26.23,7.951397285,34.05,NA,NA,NA,NA,NA,526.0,2210.7,NA,NA,NA,NA,NA,NA
2019-01-02,73,T/OA,6,19t,heated,acidified,26.69,7.65581288,34.05,NA,NA,NA,NA,NA,1171.2,2205.7,NA,NA,NA,NA,NA,NA
2019-01-02,73,AMB,8,20t,ambient,ambient,24.16,7.95972207,34.09,NA,NA,NA,NA,NA,474.1,2195.7,NA,NA,NA,NA,NA,NA
2019-01-02,73,OA,5,21t,ambient,acidified,23.96,7.596808626,34.02,NA,NA,NA,NA,NA,1228.5,2195.3,NA,NA,NA,NA,NA,NA
2019-01-02,73,T,7,22t,heated,ambient,26.32,7.951171579,34.01,NA,NA,NA,NA,NA,526.6,2194.6,NA,NA,NA,NA,NA,NA
2019-01-02,73,T/OA,6,23t,heated,acidified,25.80,7.66803266,34.09,NA,NA,NA,NA,NA,1089.5,2202.9,NA,NA,NA,NA,NA,NA
2019-01-02,73,OA,5,24t,ambient,acidified,24.09,7.592207082,34.01,NA,NA,NA,NA,NA,1239.5,2208.1,NA,NA,NA,NA,NA,NA
2019-01-08,79,T,1,NA,heated,ambient,26.26,7.981678957,34.09,NA,NA,NA,NA,NA,526.3,2204.9,NA,NA,NA,NA,NA,NA
2019-01-08,79,AMB,2,NA,ambient,ambient,23.75,7.969671342,34.09,NA,NA,NA,NA,NA,482.3,2202.6,NA,NA,NA,NA,NA,NA
2019-01-08,79,OA,3,NA,ambient,acidified,23.78,7.718447503,34.08,NA,NA,NA,NA,NA,941.5,2203.9,NA,NA,NA,NA,NA,NA
2019-01-08,79,T/OA,4,NA,heated,acidified,26.02,7.651311113,34.11,NA,NA,NA,NA,NA,1207.4,2195.6,NA,NA,NA,NA,NA,NA
2019-01-08,79,OA,5,NA,ambient,acidified,23.78,7.605297046,34.07,NA,NA,NA,NA,NA,1277.2,2215.2,NA,NA,NA,NA,NA,NA
2019-01-08,79,T/OA,6,NA,heated,acidified,26.51,7.621468711,34.18,NA,NA,NA,NA,NA,1333.9,2214.0,NA,NA,NA,NA,NA,NA
2019-01-08,79,T,7,NA,heated,ambient,26.39,7.966005295,34.12,NA,NA,NA,NA,NA,552.5,2208.1,NA,NA,NA,NA,NA,NA
2019-01-08,79,AMB,8,NA,ambient,ambient,23.75,7.960628862,34.18,NA,NA,NA,NA,NA,501.4,2209.9,NA,NA,NA,NA,NA,NA
2019-01-08,79,AMB,2,1t,ambient,ambient,23.67,7.968425019,34.19,57.85,56.51,57.18,2.15,NA,496.3,2214.9,NA,NA,NA,NA,NA,NA
2019-01-08,79,T/OA,4,2t,heated,acidified,25.58,7.688229475,34.18,59.74,60.41,60.08,2.37,NA,1118.3,2214.1,NA,NA,NA,NA,NA,NA
2019-01-08,79,T,1,3t,heated,ambient,26.06,7.951308313,34.17,61.28,62.59,61.94,2.72,NA,583.6,2210.2,NA,NA,NA,NA,NA,NA
2019-01-08,79,OA,3,4t,ambient,acidified,23.76,7.722049698,34.18,48.01,56.78,52.40,2.04,NA,958.5,2212.6,NA,NA,NA,NA,NA,NA
2019-01-08,79,AMB,2,5t,ambient,ambient,23.69,7.982504466,34.17,61.13,61.84,61.49,2.69,NA,483.3,2212.0,NA,NA,NA,NA,NA,NA
2019-01-08,79,OA,3,6t,ambient,acidified,23.73,7.701485065,34.14,60.09,61.05,60.57,2.79,NA,992.1,2213.7,NA,NA,NA,NA,NA,NA
2019-01-08,79,T/OA,4,7t,heated,acidified,25.53,7.68133722,34.21,60.47,60.24,60.36,2.34,NA,1146.4,2212.7,NA,NA,NA,NA,NA,NA
2019-01-08,79,T,1,8t,heated,ambient,25.89,7.963732053,34.18,62.29,62.39,62.34,2.49,NA,553.5,2208.3,NA,NA,NA,NA,NA,NA
2019-01-08,79,AMB,2,9t,ambient,ambient,23.68,7.982731454,34.20,59.47,58.63,59.05,2.70,NA,488.0,2218.3,NA,NA,NA,NA,NA,NA
2019-01-08,79,T,1,10t,heated,ambient,25.80,7.97903054,34.19,59.39,59.37,59.38,2.78,NA,521.6,2203.5,NA,NA,NA,NA,NA,NA
2019-01-08,79,T/OA,4,11t,heated,acidified,25.70,7.668301712,34.20,53.24,53.59,53.42,2.62,NA,1184.5,2221.6,NA,NA,NA,NA,NA,NA
2019-01-08,79,OA,3,12t,ambient,acidified,23.70,7.72546623,34.20,48.12,51.56,49.84,2.05,NA,931.8,2222.5,NA,NA,NA,NA,NA,NA
2019-01-08,79,AMB,8,13t,ambient,ambient,23.62,7.969374335,34.20,62.08,62.45,62.27,2.53,NA,499.3,2212.0,NA,NA,NA,NA,NA,NA
2019-01-08,79,T/OA,6,14t,heated,acidified,25.93,7.680855927,34.16,60.86,60.16,60.51,2.55,NA,1150.2,2214.2,NA,NA,NA,NA,NA,NA
2019-01-08,79,AMB,8,15t,ambient,ambient,23.73,7.964336879,34.20,60.30,60.8,60.55,2.44,NA,511.5,2216.6,NA,NA,NA,NA,NA,NA
2019-01-08,79,OA,5,16t,ambient,acidified,23.73,7.619683955,34.20,46.56,46.68,46.62,2.83,NA,1225.5,2210.7,NA,NA,NA,NA,NA,NA
2019-01-08,79,T,7,17t,heated,ambient,25.78,7.955147333,34.23,68.08,67.38,67.73,2.83,NA,565.5,2215.3,NA,NA,NA,NA,NA,NA
2019-01-08,79,T,7,18t,heated,ambient,26.06,7.953496378,34.21,49.09,48.79,48.94,2.76,NA,564.3,2219.6,NA,NA,NA,NA,NA,NA
2019-01-08,79,T/OA,6,19t,heated,acidified,26.24,7.65567217,34.20,59.32,59.65,59.49,3.05,NA,1236.3,2218.3,NA,NA,NA,NA,NA,NA
2019-01-08,79,AMB,8,20t,ambient,ambient,23.70,7.956673715,34.21,53.47,53.14,53.31,2.00,NA,511.8,2210.4,NA,NA,NA,NA,NA,NA
2019-01-08,79,OA,5,21t,ambient,acidified,23.68,7.622438358,34.20,45.80,48.41,47.11,2.44,NA,1228.9,2213.5,NA,NA,NA,NA,NA,NA
2019-01-08,79,T,7,22t,heated,ambient,25.96,7.960573916,34.22,49.57,51.2,50.39,2.42,NA,551.8,2212.8,NA,NA,NA,NA,NA,NA
2019-01-08,79,T/OA,6,23t,heated,acidified,26.18,7.651379377,34.20,54.95,54.35,54.65,2.85,NA,1245.8,2216.4,NA,NA,NA,NA,NA,NA
2019-01-08,79,OA,5,24t,ambient,acidified,23.69,7.612695444,34.24,53.88,54.28,54.08,2.57,NA,1224.2,2203.9,NA,NA,NA,NA,NA,NA
2019-01-18,89,T,1,NA,heated,ambient,25.97,7.977185533,33.95,NA,NA,NA,NA,NA,457.0,2176.8,NA,NA,NA,NA,NA,NA
2019-01-18,89,AMB,2,NA,ambient,ambient,23.92,7.979670325,33.96,NA,NA,NA,NA,NA,421.0,2172.7,NA,NA,NA,NA,NA,NA
2019-01-18,89,OA,3,NA,ambient,acidified,23.88,7.731164277,33.88,NA,NA,NA,NA,NA,832.8,2186.8,NA,NA,NA,NA,NA,NA
2019-01-18,89,T/OA,4,NA,heated,acidified,26.32,7.664619143,33.88,NA,NA,NA,NA,NA,1073.4,2181.6,NA,NA,NA,NA,NA,NA
2019-01-18,89,OA,5,NA,ambient,acidified,23.91,7.657458745,33.89,NA,NA,NA,NA,NA,1008.3,2193.1,NA,NA,NA,NA,NA,NA
2019-01-18,89,T/OA,6,NA,heated,acidified,26.06,7.668849837,33.90,NA,NA,NA,NA,NA,1054.8,2188.5,NA,NA,NA,NA,NA,NA
2019-01-18,89,T,7,NA,heated,ambient,26.17,7.981396081,33.92,NA,NA,NA,NA,NA,473.3,2180.6,NA,NA,NA,NA,NA,NA
2019-01-18,89,AMB,8,NA,ambient,ambient,23.90,7.965034289,33.90,NA,NA,NA,NA,NA,444.1,2190.9,NA,NA,NA,NA,NA,NA
2019-01-18,89,AMB,2,1t,ambient,ambient,23.83,7.975864363,33.91,58.44,60.96,59.70,2.29,NA,423.7,2186.8,NA,NA,NA,NA,NA,NA
2019-01-18,89,T/OA,4,2t,heated,acidified,26.04,7.714160646,33.91,63.62,63.33,63.48,2.56,NA,943.5,2170.2,NA,NA,NA,NA,NA,NA
2019-01-18,89,T,1,3t,heated,ambient,25.92,7.972874737,33.91,68.78,68.38,68.58,3.12,NA,469.2,2184.2,NA,NA,NA,NA,NA,NA
2019-01-18,89,OA,3,4t,ambient,acidified,23.89,7.757558617,33.93,50.58,58.61,54.60,2.17,NA,766.6,2181.4,NA,NA,NA,NA,NA,NA
2019-01-18,89,AMB,2,5t,ambient,ambient,23.87,7.964219251,33.91,65.84,65.48,65.66,2.94,NA,447.5,2187.8,NA,NA,NA,NA,NA,NA
2019-01-18,89,OA,3,6t,ambient,acidified,23.86,7.748130723,33.91,63.53,63.75,63.64,2.98,NA,790.9,2189.2,NA,NA,NA,NA,NA,NA
2019-01-18,89,T/OA,4,7t,heated,acidified,26.14,7.70818592,33.90,61.61,61.4,61.51,2.40,NA,967.4,2190.2,NA,NA,NA,NA,NA,NA
2019-01-18,89,T,1,8t,heated,ambient,25.71,7.961375447,33.92,65.97,65.62,65.80,2.68,NA,482.2,2175.7,NA,NA,NA,NA,NA,NA
2019-01-18,89,AMB,2,9t,ambient,ambient,23.90,7.976411694,33.92,62.14,62.48,62.31,2.91,NA,435.3,2181.5,NA,NA,NA,NA,NA,NA
2019-01-18,89,T,1,10t,heated,ambient,25.66,7.958207805,33.91,64.05,64.65,64.35,3.09,NA,485.7,2168.0,NA,NA,NA,NA,NA,NA
2019-01-18,89,T/OA,4,11t,heated,acidified,26.12,7.707460988,33.90,56.66,56.32,56.49,2.83,NA,972.1,2182.9,NA,NA,NA,NA,NA,NA
2019-01-18,89,OA,3,12t,ambient,acidified,23.89,7.746880753,33.90,50.94,53.07,52.01,2.18,NA,797.7,2174.3,NA,NA,NA,NA,NA,NA
2019-01-18,89,AMB,8,13t,ambient,ambient,23.87,7.957440622,33.90,66.17,66.62,66.40,2.77,NA,456.8,2191.7,NA,NA,NA,NA,NA,NA
2019-01-18,89,T/OA,6,14t,heated,acidified,25.96,7.681909427,33.94,63.91,63.83,63.87,2.74,NA,1021.5,2177.7,NA,NA,NA,NA,NA,NA
2019-01-18,89,AMB,8,15t,ambient,ambient,23.89,7.954012483,33.90,64.73,64.24,64.49,2.67,NA,465.1,2182.4,NA,NA,NA,NA,NA,NA
2019-01-18,89,OA,5,16t,ambient,acidified,23.90,7.659051185,33.90,49.74,49.7,49.72,3.09,NA,1010.5,2177.7,NA,NA,NA,NA,NA,NA
2019-01-18,89,T,7,17t,heated,ambient,25.95,7.957920323,33.89,71.71,71.9,71.81,3.06,NA,506.3,2178.6,NA,NA,NA,NA,NA,NA
2019-01-18,89,T,7,18t,heated,ambient,25.86,7.954536402,33.90,52.72,52.48,52.60,3.04,NA,496.1,2174.5,NA,NA,NA,NA,NA,NA
2019-01-18,89,T/OA,6,19t,heated,acidified,26.20,7.683426763,33.89,64.56,64.1,64.33,3.38,NA,1059.7,2184.1,NA,NA,NA,NA,NA,NA
2019-01-18,89,AMB,8,20t,ambient,ambient,23.96,7.956820425,33.90,57.47,57.14,57.31,2.23,NA,459.4,2166.9,NA,NA,NA,NA,NA,NA
2019-01-18,89,OA,5,21t,ambient,acidified,23.88,7.665800514,33.90,48.85,51.75,50.30,2.68,NA,999.6,2185.5,NA,NA,NA,NA,NA,NA
2019-01-18,89,T,7,22t,heated,ambient,25.94,7.959113076,33.89,53.55,56.01,54.78,2.72,NA,489.7,2166.8,NA,NA,NA,NA,NA,NA
2019-01-18,89,T/OA,6,23t,heated,acidified,26.10,7.68617743,33.91,58.55,57.73,58.14,3.09,NA,1057.8,2188.8,NA,NA,NA,NA,NA,NA
2019-01-18,89,OA,5,24t,ambient,acidified,23.90,7.650350688,33.92,56.84,56.46,56.65,2.74,NA,1076.4,2176.4,NA,NA,NA,NA,NA,NA
2019-01-24,95,T,1,NA,heated,ambient,26.73,7.999431651,33.82,NA,NA,NA,NA,NA,492.3,2183.4,NA,NA,NA,NA,NA,NA
2019-01-24,95,AMB,2,NA,ambient,ambient,24.81,8.002590063,33.82,NA,NA,NA,NA,NA,454.8,2202.2,NA,NA,NA,NA,NA,NA
2019-01-24,95,OA,3,NA,ambient,acidified,24.87,7.694922377,33.79,NA,NA,NA,NA,NA,999.0,2179.9,NA,NA,NA,NA,NA,NA
2019-01-24,95,T/OA,4,NA,heated,acidified,26.92,7.692029391,33.82,NA,NA,NA,NA,NA,1065.8,2170.6,NA,NA,NA,NA,NA,NA
2019-01-24,95,OA,5,NA,ambient,acidified,24.88,7.752241952,33.82,NA,NA,NA,NA,NA,862.3,2179.5,NA,NA,NA,NA,NA,NA
2019-01-24,95,T/OA,6,NA,heated,acidified,27.03,7.66560231,33.81,NA,NA,NA,NA,NA,1152.1,2170.7,NA,NA,NA,NA,NA,NA
2019-01-24,95,T,7,NA,heated,ambient,26.71,7.980517097,33.86,NA,NA,NA,NA,NA,504.2,2169.3,NA,NA,NA,NA,NA,NA
2019-01-24,95,AMB,8,NA,ambient,ambient,24.91,7.9793933,33.86,NA,NA,NA,NA,NA,468.6,2183.0,NA,NA,NA,NA,NA,NA
2019-01-24,95,AMB,2,1t,ambient,ambient,24.91,7.973515407,33.86,NA,NA,NA,NA,NA,489.0,2187.8,NA,NA,NA,NA,NA,NA
2019-01-24,95,T/OA,4,2t,heated,acidified,26.51,7.694702089,33.85,NA,NA,NA,NA,NA,1076.7,2172.1,NA,NA,NA,NA,NA,NA
2019-01-24,95,T,1,3t,heated,ambient,26.80,7.971568235,33.84,NA,NA,NA,NA,NA,540.5,2180.9,NA,NA,NA,NA,NA,NA
2019-01-24,95,OA,3,4t,ambient,acidified,24.90,7.671505986,33.85,NA,NA,NA,NA,NA,1086.3,2170.6,NA,NA,NA,NA,NA,NA
2019-01-24,95,AMB,2,5t,ambient,ambient,24.84,7.97585334,33.84,NA,NA,NA,NA,NA,490.9,2164.1,NA,NA,NA,NA,NA,NA
2019-01-24,95,OA,3,6t,ambient,acidified,24.85,7.689122991,33.84,NA,NA,NA,NA,NA,1034.1,2179.4,NA,NA,NA,NA,NA,NA
2019-01-24,95,T/OA,4,7t,heated,acidified,26.85,7.690878712,33.82,NA,NA,NA,NA,NA,1110.4,2175.3,NA,NA,NA,NA,NA,NA
2019-01-24,95,T,1,8t,heated,ambient,26.66,7.957160542,33.84,NA,NA,NA,NA,NA,548.0,2172.5,NA,NA,NA,NA,NA,NA
2019-01-24,95,AMB,2,9t,ambient,ambient,24.90,7.964096806,33.88,NA,NA,NA,NA,NA,512.9,2176.4,NA,NA,NA,NA,NA,NA
2019-01-24,95,T,1,10t,heated,ambient,26.49,7.953882091,33.85,NA,NA,NA,NA,NA,554.2,2175.0,NA,NA,NA,NA,NA,NA
2019-01-24,95,T/OA,4,11t,heated,acidified,26.27,7.698882734,33.83,NA,NA,NA,NA,NA,1083.3,2181.4,NA,NA,NA,NA,NA,NA
2019-01-24,95,OA,3,12t,ambient,acidified,24.89,7.696060001,33.83,NA,NA,NA,NA,NA,1019.3,2182.8,NA,NA,NA,NA,NA,NA
2019-01-24,95,AMB,8,13t,ambient,ambient,24.90,7.967106331,33.83,NA,NA,NA,NA,NA,502.1,2181.8,NA,NA,NA,NA,NA,NA
2019-01-24,95,T/OA,6,14t,heated,acidified,26.84,7.705967171,33.84,NA,NA,NA,NA,NA,1058.6,2178.0,NA,NA,NA,NA,NA,NA
2019-01-24,95,AMB,8,15t,ambient,ambient,24.99,7.960145303,33.84,NA,NA,NA,NA,NA,514.2,2176.1,NA,NA,NA,NA,NA,NA
2019-01-24,95,OA,5,16t,ambient,acidified,24.94,7.693302155,33.83,NA,NA,NA,NA,NA,1025.9,2177.8,NA,NA,NA,NA,NA,NA
2019-01-24,95,T,7,17t,heated,ambient,26.69,7.966713096,33.83,NA,NA,NA,NA,NA,538.0,2177.1,NA,NA,NA,NA,NA,NA
2019-01-24,95,T,7,18t,heated,ambient,26.59,7.960253185,33.83,NA,NA,NA,NA,NA,538.1,2174.3,NA,NA,NA,NA,NA,NA
2019-01-24,95,T/OA,6,19t,heated,acidified,27.06,7.689141555,33.85,NA,NA,NA,NA,NA,1121.1,2177.9,NA,NA,NA,NA,NA,NA
2019-01-24,95,AMB,8,20t,ambient,ambient,24.93,7.962021874,33.84,NA,NA,NA,NA,NA,496.5,2177.2,NA,NA,NA,NA,NA,NA
2019-01-24,95,OA,5,21t,ambient,acidified,24.81,7.684817568,33.85,NA,NA,NA,NA,NA,1037.0,2172.8,NA,NA,NA,NA,NA,NA
2019-01-24,95,T,7,22t,heated,ambient,26.42,7.962811317,33.86,NA,NA,NA,NA,NA,532.7,2190.5,NA,NA,NA,NA,NA,NA
2019-01-24,95,T/OA,6,23t,heated,acidified,26.92,7.711802795,33.84,NA,NA,NA,NA,NA,1047.1,2179.9,NA,NA,NA,NA,NA,NA
2019-01-24,95,OA,5,24t,ambient,acidified,24.92,7.686297767,33.85,NA,NA,NA,NA,NA,1031.4,2183.1,NA,NA,NA,NA,NA,NA
2019-01-26,97,T,1,NA,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,AMB,2,NA,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,OA,3,NA,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T/OA,4,NA,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,OA,5,NA,ambient,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T/OA,6,NA,heated,acidified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T,7,NA,heated,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,AMB,8,NA,ambient,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,AMB,2,1t,ambient,ambient,NA,NA,NA,60.31,63.43,61.87,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T/OA,4,2t,heated,acidified,NA,NA,NA,67.03,66.86,66.95,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T,1,3t,heated,ambient,NA,NA,NA,69.29,69.9,69.60,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,OA,3,4t,ambient,acidified,NA,NA,NA,51.79,59.69,55.74,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,AMB,2,5t,ambient,ambient,NA,NA,NA,69.47,68.15,68.81,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,OA,3,6t,ambient,acidified,NA,NA,NA,65.42,66.42,65.92,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T/OA,4,7t,heated,acidified,NA,NA,NA,63.42,64.56,63.99,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T,1,8t,heated,ambient,NA,NA,NA,68.21,68.74,68.48,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,AMB,2,9t,ambient,ambient,NA,NA,NA,65.65,65.07,65.36,3.10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T,1,10t,heated,ambient,NA,NA,NA,67.25,67.89,67.57,3.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T/OA,4,11t,heated,acidified,NA,NA,NA,58.66,59.17,58.92,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,OA,3,12t,ambient,acidified,NA,NA,NA,52.71,53.67,53.19,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,AMB,8,13t,ambient,ambient,NA,NA,NA,69.15,67.1,68.13,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T/OA,6,14t,heated,acidified,NA,NA,NA,65.40,64.83,65.12,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,AMB,8,15t,ambient,ambient,NA,NA,NA,66.95,68.28,67.62,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,OA,5,16t,ambient,acidified,NA,NA,NA,52.61,53.01,52.81,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T,7,17t,heated,ambient,NA,NA,NA,74.84,74.94,74.89,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T,7,18t,heated,ambient,NA,NA,NA,55.27,55.75,55.51,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T/OA,6,19t,heated,acidified,NA,NA,NA,68.02,67.74,67.88,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,AMB,8,20t,ambient,ambient,NA,NA,NA,60.26,61.23,60.75,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,OA,5,21t,ambient,acidified,NA,NA,NA,50.83,52.92,51.88,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T,7,22t,heated,ambient,NA,NA,NA,56.41,58.78,57.60,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,T/OA,6,23t,heated,acidified,NA,NA,NA,59.79,60.07,59.93,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,97,OA,5,24t,ambient,acidified,NA,NA,NA,59.72,60.82,60.27,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-30,101,T,1,NA,heated,ambient,25.20,7.983673568,34.27,NA,NA,NA,NA,NA,482.5,2159.6,NA,NA,NA,NA,NA,NA
2019-01-30,101,AMB,2,NA,ambient,ambient,22.66,7.987432096,34.27,NA,NA,NA,NA,NA,435.4,2185.7,NA,NA,NA,NA,NA,NA
2019-01-30,101,OA,3,NA,ambient,acidified,22.68,7.659518641,34.16,NA,NA,NA,NA,NA,1048.8,2204.4,NA,NA,NA,NA,NA,NA
2019-01-30,101,T/OA,4,NA,heated,acidified,25.13,7.654901983,34.18,NA,NA,NA,NA,NA,1159.8,2200.3,NA,NA,NA,NA,NA,NA
2019-01-30,101,OA,5,NA,ambient,acidified,22.72,7.617721417,34.16,NA,NA,NA,NA,NA,1173.2,2200.2,NA,NA,NA,NA,NA,NA
2019-01-30,101,T/OA,6,NA,heated,acidified,25.30,7.602428583,34.17,NA,NA,NA,NA,NA,1326.5,2201.1,NA,NA,NA,NA,NA,NA
2019-01-30,101,T,7,NA,heated,ambient,25.15,7.976029708,34.26,NA,NA,NA,NA,NA,497.5,2192.2,NA,NA,NA,NA,NA,NA
2019-01-30,101,AMB,8,NA,ambient,ambient,22.67,7.980777668,34.26,NA,NA,NA,NA,NA,439.4,2199.5,NA,NA,NA,NA,NA,NA
2019-01-30,101,AMB,2,1t,ambient,ambient,22.68,7.987168911,34.20,NA,NA,NA,NA,NA,439.7,2193.4,NA,NA,NA,NA,NA,NA
2019-01-30,101,T/OA,4,2t,heated,acidified,24.61,7.699541342,34.20,NA,NA,NA,NA,NA,1009.2,2200.6,NA,NA,NA,NA,NA,NA
2019-01-30,101,T,1,3t,heated,ambient,24.88,7.972734461,34.22,NA,NA,NA,NA,NA,506.6,2191.0,NA,NA,NA,NA,NA,NA
2019-01-30,101,OA,3,4t,ambient,acidified,22.75,7.648834164,34.25,NA,NA,NA,NA,NA,1078.6,2202.0,NA,NA,NA,NA,NA,NA
